,AREA,PERIMETER,MAJORAXIS,MINORAXIS,ECCENTRICITY,CONVEX_AREA,EXTENT,CLASS
56,12950,468.57000732422006,196.61679077148,84.800315856934,0.90220981836319,13584,0.7618095278739899,Cammeo
57,13536,478.00601196289,203.17378234863,85.910575866699,0.90620303153992,13810,0.55280566215515,Cammeo
58,15551,508.40701293945,217.01550292968997,92.151817321777,0.9053658246994001,15786,0.8074247241020199,Cammeo
59,14166,483.70498657227006,204.62731933593997,88.992362976074,0.90047889947891,14412,0.7660610079765301,Cammeo
60,13916,478.87799072266,201.63967895508,88.56097412109399,0.8983873128891,14221,0.6039930582046501,Cammeo
61,12308,451.60900878906,193.26753234863,81.659889221191,0.9063524007797199,12488,0.7240425944328299,Osmancik
62,15127,499.79998779297006,212.90391540527,91.15163421630899,0.90371477603912,15370,0.71299964189529,Cammeo
63,14115,486.27200317382994,207.55104064941003,87.781089782715,0.9061589241027801,14422,0.60081726312637,Cammeo
64,17313,531.98400878906,225.5345916748,98.443504333496,0.89970928430557,17582,0.5698814988136299,Cammeo
65,15147,511.29400634766,216.09928894043,90.946388244629,0.90712809562683,15637,0.5348516702652,Cammeo
66,16419,531.42102050781,224.06594848633,94.54113006591801,0.90662634372711,16874,0.5504190325737,Cammeo
67,13737,484.38500976562005,209.54351806641003,84.165748596191,0.9157878160476701,13944,0.60520750284195,Cammeo
68,14053,497.05200195312005,216.19186401367,84.159934997559,0.92111796140671,14416,0.80838704109192,Cammeo
69,11549,440.24798583984,179.11688232422,84.495803833008,0.8817400932312,11961,0.5954013466835001,Osmancik
70,16490,520.31896972656,212.01075744628997,101.68000793456999,0.8774881362915,16873,0.6293652653694201,Cammeo
71,14011,475.87298583984,197.72863769531003,91.159080505371,0.88738387823105,14315,0.7776112556457501,Cammeo
72,15809,518.45501708984,221.07067871093997,92.232299804688,0.90881133079529,16079,0.8148128986358599,Cammeo
73,12473,470.33999633789,202.44282531738,79.024299621582,0.92066496610641,12806,0.52597624063492,Cammeo
74,15319,506.02499389647994,208.22775268555,94.838745117188,0.89025789499283,15813,0.57370233535767,Cammeo
75,15498,512.70397949219,215.80834960938,92.62403106689501,0.90321147441864,15914,0.57888841629028,Cammeo
76,13902,479.23199462891,201.11488342285,89.128593444824,0.89643633365631,14202,0.69869828224182,Cammeo
77,14837,499.83200073242006,210.0672454834,91.26864624023399,0.90068465471268,15263,0.68009716272354,Cammeo
78,15113,493.7380065918,206.5661315918,94.191368103027,0.8899866938591,15374,0.659035384655,Cammeo
79,16091,508.83099365234,209.18388366698997,99.231758117676,0.8803225159645099,16431,0.67045831680298,Cammeo
80,15543,507.38500976562005,211.65121459961003,94.571395874023,0.89462059736252,15976,0.6529300808906601,Cammeo
81,13683,492.97500610352006,213.90919494628997,83.120704650879,0.92141526937485,14070,0.76126629114151,Cammeo
82,12161,445.04800415039,182.33474731445,86.272705078125,0.88097888231277,12428,0.60280561447144,Osmancik
83,13711,483.21499633789,203.88076782227,86.626907348633,0.9052449464798,14097,0.56146603822708,Cammeo
84,12518,473.38400268555,203.92205810547,80.007667541504,0.91981840133667,12778,0.68032610416412,Cammeo
85,13302,482.69000244141,209.39710998535,81.748908996582,0.9206447601318399,13827,0.59532761573792,Cammeo
86,16418,534.98999023438,230.15858459473,91.787178039551,0.9170380234718299,16736,0.6462761759758001,Cammeo
87,14166,491.6130065918,209.03634643555,87.524612426758,0.9081221818924001,14386,0.60229593515396,Cammeo
88,14988,499.35501098632994,212.26197814941003,90.988075256348,0.90346622467041,15245,0.58868813514709,Cammeo
89,14223,480.95300292969,201.38955688477,90.385887145996,0.8936265707016,14441,0.64194798469543,Cammeo
90,12518,460.72198486327994,195.65092468262,82.363739013672,0.9070731997489899,12813,0.68988704681396,Cammeo
91,12854,474.13800048827994,202.19570922852,81.746955871582,0.9146281480789201,13242,0.64327895641327,Cammeo
92,15705,498.96398925781,208.54116821288997,96.637237548828,0.8861510753631601,16009,0.77364534139633,Cammeo
93,14451,487.2200012207,201.29469299316003,92.73952484130899,0.88754802942276,14776,0.64727222919464,Cammeo
94,14064,486.89001464844,204.16307067871003,88.52142333984399,0.9011141061782799,14388,0.64837950468063,Cammeo
95,13524,487.46899414062005,208.15342712402,83.614265441895,0.9157733321189899,13830,0.63792455196381,Cammeo
96,13677,494.63500976562005,219.59956359863,79.631660461426,0.9319362640380899,13936,0.53209614753723,Cammeo
97,12921,476.74600219727006,206.22262573242,80.403678894043,0.92086237668991,13218,0.5469206571579001,Cammeo
98,13251,460.53201293945,190.91630554198997,88.99755859375,0.88470041751862,13528,0.74991512298584,Osmancik
99,14601,505.24899291992006,215.93438720703,86.758720397949,0.9157350063324,14991,0.66854393482208,Cammeo
100,15141,505.42098999022994,209.59359741211003,93.09237670898399,0.8959491848945601,15559,0.56639981269836,Cammeo
101,12599,455.28100585937995,188.01591491698997,86.37448883056601,0.88822954893112,12897,0.6212524771690401,Osmancik
102,14709,515.84997558594,222.72283935547,85.43155670166,0.92350852489471,14941,0.5247966051101699,Cammeo
103,12047,455.60800170897994,195.66607666016003,80.269142150879,0.91197967529297,12339,0.54403001070023,Cammeo
104,13158,470.99600219727006,201.01838684082,84.50301361084,0.90735065937042,13462,0.6197833418846099,Cammeo
105,15191,501.89199829102006,211.72319030762,92.78570556640601,0.8988576531410201,15492,0.5683765411377,Cammeo
106,13837,483.59399414062005,204.31092834473,87.289253234863,0.90413951873779,14139,0.56942385435104,Cammeo
107,13645,484.32501220702994,205.53897094727,85.921928405762,0.90843218564987,13972,0.54713499546051,Cammeo
108,16199,511.22799682617006,210.00164794922,99.417755126953,0.8808399438858001,16637,0.7382645010948199,Cammeo
109,13169,474.83700561522994,201.38011169433997,84.487091064453,0.90773665904999,13505,0.54711258411407,Cammeo
110,14022,483.01901245117006,204.48295593262,88.569267272949,0.9013277888298,14358,0.7047293782234201,Cammeo
111,12471,445.37399291992006,184.99206542968997,86.859756469727,0.8829152584075899,12688,0.6717841029167199,Osmancik
112,12706,463.45098876952994,194.18145751953,84.884857177734,0.89939254522324,13011,0.79731428623199,Cammeo
113,14918,500.27099609375,210.42460632323997,91.21054077148399,0.90117305517197,15185,0.64072501659393,Cammeo
114,14641,505.00201416016,211.58364868163997,90.033432006836,0.9049482345581099,15034,0.6295579671859699,Cammeo
115,15216,500.36801147461,208.22842407227,94.30258178710899,0.8915712237358101,15558,0.5730425715446501,Cammeo
116,12349,467.66500854492006,202.68780517578,78.674980163574,0.9215926527977,12572,0.54816228151321,Cammeo
117,13584,478.05700683594,203.83694458008,85.427421569824,0.9079415202140799,13877,0.6763256192207299,Cammeo
118,14138,490.83401489257994,206.18084716797,89.36727905273399,0.90118181705475,14523,0.7625674009323101,Cammeo
119,11956,438.89599609375,184.64370727538997,83.218421936035,0.8926768302917499,12121,0.57702702283859,Osmancik
120,10604,425.92599487305,179.15118408203,76.351692199707,0.9046356678009,10830,0.57489836215973,Osmancik
121,14592,494.44000244141,212.67997741698997,88.287391662598,0.90976732969284,14838,0.74563103914261,Cammeo
122,12770,458.30200195312005,196.63278198242,83.195281982422,0.9060831069946299,12949,0.6028703451156601,Cammeo
123,15143,504.14001464844,207.73417663573997,94.148384094238,0.89140087366104,15628,0.5713261365890501,Cammeo
124,12917,473.23498535156,200.3253326416,83.201179504395,0.90967065095901,13302,0.66609942913055,Cammeo
125,15714,501.1549987793,205.01330566406003,99.27554321289101,0.8749354481697099,16074,0.73388755321503,Cammeo
126,14655,491.71499633789,200.1468963623,94.780464172363,0.8807644844055199,15181,0.60091030597687,Cammeo
127,15639,499.13900756836,207.98045349121003,96.29037475585899,0.88636976480484,15895,0.7067835927009599,Cammeo
128,15166,502.16500854492006,214.13986206055,91.385108947754,0.90436762571335,15475,0.79486376047134,Cammeo
129,13742,493.85400390625,212.60800170898,84.886856079102,0.9168357253074599,14272,0.5832272171974201,Cammeo
130,13983,483.66799926757994,201.4852142334,89.05701446533199,0.8970137238502499,14320,0.56749188899994,Cammeo
131,11386,450.11999511719,195.46043395996003,75.842887878418,0.9216502308845501,11612,0.51285976171494,Cammeo
132,15636,513.22698974609,214.38356018066003,93.97776031494101,0.8987981677055401,15913,0.56627553701401,Cammeo
133,13507,468.23901367187995,197.50924682617,87.92959594726601,0.89543497562408,13735,0.57722222805023,Cammeo
134,13186,477.33401489257994,201.59677124023,84.669990539551,0.9075255990028399,13516,0.54183101654053,Cammeo
135,14013,458.91101074219,181.95149230957,99.44376373291,0.8374330401420601,14323,0.7943877577781701,Osmancik
136,16053,523.84002685547,220.91377258301003,93.89167785644501,0.90518629550934,16496,0.74797314405441,Cammeo
137,13557,483.90899658202994,206.20372009277,84.387306213379,0.91242569684982,13845,0.55258011817932,Cammeo
138,13104,476.98901367187995,202.42510986328,83.613288879395,0.91070479154587,13464,0.53881579637527,Cammeo
139,15167,514.23101806641,220.54652404785,88.99761962890601,0.9149654507637001,15456,0.62803310155869,Cammeo
140,14159,489.43600463867006,209.13131713867,87.11465454101601,0.90911060571671,14410,0.54794889688492,Cammeo
141,14436,485.82598876952994,204.46995544433997,90.74992370605499,0.89611095190048,14864,0.6144809126853901,Cammeo
142,15320,511.92999267577994,218.62315368652,91.169815063477,0.90889817476273,15740,0.5456423163414,Cammeo
143,15341,504.46301269531,210.87219238281003,93.98657989501999,0.89518040418625,15628,0.7689724564552299,Cammeo
144,14399,484.08200073242006,200.17353820801003,92.851593017578,0.88591086864471,14849,0.60479670763016,Cammeo
145,16835,522.53497314453,216.27165222168,100.43251037598,0.8856353759765602,17404,0.7352170348167401,Cammeo
146,13655,471.52499389647994,193.19618225098,91.557754516602,0.88057285547256,14053,0.71097576618195,Cammeo
147,14276,492.83999633789,208.876953125,88.12108612060499,0.90665149688721,14706,0.58245611190796,Cammeo
148,12199,454.40399169922006,191.90957641602,82.140762329102,0.90377020835876,12555,0.75052297115326,Cammeo
149,12223,445.43899536132994,185.02908325195,85.371505737305,0.88719481229782,12460,0.7960273623466501,Osmancik
150,13884,491.61801147461,207.65437316895,86.343490600586,0.9094543457031199,14232,0.54236495494843,Cammeo
151,15833,530.33502197266,225.22338867188,91.51106262206999,0.91373419761658,16337,0.58640742301941,Cammeo
152,12861,471.92098999022994,193.25091552733997,86.458221435547,0.89433974027634,13330,0.6334219574928299,Cammeo
153,15080,500.00601196289,209.5892791748,92.796661376953,0.89664274454117,15614,0.7323232293129001,Cammeo
154,16898,526.94396972656,217.8717956543,100.34503173828001,0.88762378692627,17274,0.62446415424347,Cammeo
155,16254,532.77801513672,223.54862976073997,94.11949920654301,0.9070491790771501,16680,0.5536857843399,Cammeo
156,14274,488.82998657227006,203.56785583496003,89.92999267578101,0.8971287608146701,14529,0.57235652208328,Cammeo
157,13965,478.57699584961,203.27635192871003,88.10750579834,0.90118384361267,14135,0.8078792095184301,Cammeo
158,13860,484.77200317382994,200.77662658691003,88.84082794189501,0.89677548408508,14238,0.66088116168976,Cammeo
159,13568,482.45700073242006,201.88047790527,87.073852539062,0.9022019505500799,14068,0.6358013153076201,Cammeo
160,14546,494.16799926757994,212.31372070312,87.87223815918001,0.91033178567886,14826,0.62574207782745,Cammeo
161,16559,524.12902832031,223.63761901855,94.94790649414101,0.90539914369583,16961,0.77508890628815,Cammeo
162,15308,513.98999023438,219.4679107666,90.02393341064501,0.9119992852211,15720,0.76326286792755,Cammeo
163,14741,497.22500610352006,212.46336364746003,89.45372772216801,0.90704613924026,15036,0.55371499061584,Cammeo
164,13397,474.86499023437995,200.54626464843997,86.39673614501999,0.90244406461716,13762,0.6940371990203901,Cammeo
165,15559,514.27899169922,221.11907958983997,90.463836669922,0.9124814271926899,15903,0.7757778167724599,Cammeo
166,13665,482.07699584961,208.96403503418,84.617263793945,0.91434460878372,13998,0.6012142896652201,Cammeo
167,15390,511.50900268555,214.4660949707,92.457221984863,0.9023022055625899,15788,0.7732891440391501,Cammeo
168,14017,471.81399536132994,194.64344787598,92.36013031005899,0.88025045394897,14314,0.70878845453262,Cammeo
169,14209,496.27200317382994,208.82290649413997,87.75803375244101,0.9074078798294101,14667,0.5657349824905401,Cammeo
170,14786,505.38900756836,214.21838378906003,89.426567077637,0.9086975455284101,15177,0.7341609001159699,Cammeo
171,15540,516.31597900391,217.38722229003997,92.47346496581999,0.90501207113266,16084,0.6324786543846099,Cammeo
172,17442,539.77600097656,228.5934753418,98.19204711914101,0.90304362773895,17698,0.57625216245651,Cammeo
173,17082,548.44598388672,230.18872070312,95.757583618164,0.90936642885208,17576,0.5924667119979901,Cammeo
174,14195,488.45999145507994,203.51271057128997,89.958656311035,0.89700043201447,14555,0.7173539400100699,Cammeo
175,15172,504.15798950195,213.22467041016003,91.667060852051,0.9028725028038002,15477,0.6224410533905,Cammeo
176,14434,486.66799926757994,201.27195739746003,92.73377227783199,0.88753581047058,14754,0.6259866356849699,Cammeo
177,12863,457.19100952147994,195.70039367676003,84.50079345703101,0.9019758105278001,13023,0.8085868954658499,Cammeo
178,14019,475.75500488281,194.51792907715,92.81695556640601,0.8788142800331099,14308,0.5911199450492901,Cammeo
179,15888,518.55499267578,218.19409179688,94.056854248047,0.90231865644455,16245,0.55753237009048,Cammeo
180,13000,460.37100219727006,195.09875488281003,85.722648620605,0.89830088615417,13231,0.58285510540009,Cammeo
181,14806,509.37600708007994,214.14242553711003,89.691703796387,0.90805941820145,15594,0.70879411697388,Cammeo
182,14713,493.21200561522994,206.91612243652,91.648468017578,0.89655834436417,15162,0.59403264522552,Cammeo
183,13722,482.34298706055,202.2781829834,87.753890991211,0.9009958505630501,14189,0.60566735267639,Cammeo
184,15713,518.45202636719,218.76725769043,92.42917633056601,0.9063628911971999,16038,0.58351904153824,Cammeo
185,12765,460.34600830077994,196.39054870605,83.898971557617,0.9041548967361501,13139,0.57435321807861,Cammeo
186,13487,473.72198486327994,197.11965942383,87.784622192383,0.89536321163177,13773,0.75140678882599,Cammeo
187,15252,501.33200073242006,207.52404785156003,94.273094177246,0.89086121320724,15595,0.59171324968338,Cammeo
188,13684,464.56600952147994,189.53105163573997,92.90573883056601,0.87161707878113,13928,0.6056475043296801,Osmancik
189,14709,489.52899169922006,204.92346191406003,91.86573028564501,0.8938867449760399,15041,0.63979989290237,Cammeo
190,14331,502.0299987793,212.58145141602,87.358100891113,0.9116626381874101,14618,0.54275864362717,Cammeo
191,15475,511.79699707031,220.47692871093997,90.207229614258,0.91246896982193,15734,0.82731890678406,Cammeo
192,14368,491.56298828125,211.29707336426003,87.20801544189501,0.9108547568321199,14596,0.62442415952682,Cammeo
193,13670,486.80999755859,207.74220275878997,84.57769775390601,0.9133710861206099,13923,0.58096045255661,Cammeo
194,14232,505.88500976562005,214.10287475586003,86.414108276367,0.91493105888367,14702,0.52602010965347,Cammeo
195,14441,495.36599731445,210.02328491211003,89.203018188477,0.90532046556473,14805,0.54021400213242,Cammeo
196,14093,488.59799194336,204.39245605468997,89.15960693359399,0.89984112977982,14463,0.58110672235489,Cammeo
197,15121,503.48699951172006,212.93852233887,91.33050537109399,0.90334933996201,15470,0.7837963700294499,Cammeo
198,15569,528.78900146484,221.57684326172,90.982383728027,0.9118096232414201,16286,0.56569290161133,Cammeo
199,15684,513.89099121094,221.94532775878997,90.82513427734399,0.9124343991279599,15944,0.7820103764534,Cammeo
200,14622,481.61599731445,200.05355834961003,94.38363647460899,0.8817099928855899,14845,0.60894554853439,Cammeo
201,14850,509.27499389647994,215.96319580078,89.12654876709,0.91087007522583,15372,0.7994186282157901,Cammeo
202,14017,491.09799194336,212.42835998535,84.690948486328,0.91709011793137,14287,0.76212483644485,Cammeo
203,11513,438.625,189.72221374512,77.685508728027,0.91232371330261,11736,0.6842386722564701,Osmancik
204,14793,501.3039855957,211.60113525391003,90.112533569336,0.90478891134262,15049,0.6645253896713299,Cammeo
205,14466,497.83999633789,204.40954589843997,91.21478271484399,0.89491564035416,14885,0.65650099515915,Cammeo
206,12162,454.77600097656,191.12080383301003,82.317428588867,0.90249091386795,12493,0.74522060155869,Osmancik
207,17180,547.21502685547,238.43508911133,93.014945983887,0.92076998949051,17517,0.57220888137817,Cammeo
208,13831,483.61599731445,202.87577819823997,88.29086303710899,0.9003354310989399,14270,0.5910683870315601,Cammeo
209,13925,478.29000854492006,196.57476806641003,91.43114471435499,0.8852468729019201,14323,0.6627796292305,Cammeo
210,14045,482.74200439452994,200.02723693848,90.71384429931601,0.8912524580955501,14305,0.5726109147071801,Cammeo
211,16588,531.39501953125,221.88549804688,96.652572631836,0.9001420140266401,16854,0.57898777723312,Cammeo
212,14966,499.63800048827994,205.47482299805,93.381622314453,0.8907633423805199,15387,0.5814296603202801,Cammeo
213,16011,525.06896972656,222.94645690918,92.38245391845699,0.91010826826096,16298,0.55663329362869,Cammeo
214,14050,481.25100708007994,191.82385253906003,95.061973571777,0.86856853961945,14600,0.60769897699356,Cammeo
215,14173,480.68301391602006,201.93576049805,90.244979858398,0.8945841789245601,14519,0.59756302833557,Cammeo
216,14106,487.25201416016,209.56938171387,86.55519866943399,0.91072446107864,14348,0.54270547628403,Cammeo
217,15967,511.61499023437995,211.69078063965,96.97522735595699,0.88890141248703,16329,0.5866769552230799,Cammeo
218,11667,447.52499389647994,186.67124938965,80.842872619629,0.90135735273361,12039,0.6672958135604901,Osmancik
219,14890,502.54098510742006,206.22853088378997,93.457313537598,0.8914223313331601,15349,0.5898197889328001,Cammeo
220,13279,474.23599243164,200.54470825195,85.008140563965,0.90571546554565,13757,0.7284946441650401,Cammeo
221,13942,502.03100585937995,214.33798217773,83.719703674316,0.9205619096755999,14273,0.64450812339783,Cammeo
222,13545,482.73599243164,208.80326843262,83.305152893066,0.91696625947952,13759,0.53255486488342,Cammeo
223,14126,498.42498779297006,216.88548278808997,83.810386657715,0.9223200082778901,14410,0.76077121496201,Cammeo
224,14530,487.09698486327994,201.8062286377,93.05895233154301,0.88733249902725,14926,0.6871275901794399,Cammeo
225,13708,486.39599609375,204.62373352051003,86.33972930908199,0.9066219329834001,14361,0.58067524433136,Cammeo
226,14252,493.11401367187995,202.65460205078,91.30965423584,0.8927421569824201,14627,0.56376582384109,Cammeo
227,14571,489.73098754882994,202.39376831055,92.942085266113,0.8883255720138499,14884,0.58489882946014,Cammeo
228,16194,528.12097167969,226.87438964843997,91.635185241699,0.9148019552230799,16524,0.5520179867744399,Cammeo
229,14356,492.02200317382994,209.3755645752,88.594306945801,0.90606623888016,14652,0.57682418823242,Cammeo
230,15691,511.84899902344,213.6121673584,94.91934967041,0.89585143327713,16124,0.6591472625732401,Cammeo
231,14105,496.22799682617006,209.27542114258,86.941947937012,0.90961933135986,14567,0.60370653867722,Cammeo
232,14013,478.27700805664,194.78256225586003,92.95032501220699,0.87879449129105,14374,0.6040086150169399,Cammeo
233,15009,502.4880065918,211.09036254883,91.761543273926,0.90057402849197,15370,0.61575382947922,Cammeo
234,13954,484.53201293945,203.67817687988,88.20871734619101,0.90135604143143,14288,0.7508609294891401,Cammeo
235,16226,517.68402099609,217.08056640625,95.938377380371,0.8970405459404001,16466,0.5831446647644001,Cammeo
236,14505,492.68200683594,205.41213989258,90.762550354004,0.8970860838890099,14834,0.5829515457153299,Cammeo
237,15281,509.51699829102006,212.69688415527,92.99383544921899,0.8993580341339101,15689,0.6402295827865601,Cammeo
238,15009,507.4169921875,217.13299560547,88.92488098144501,0.91229164600372,15387,0.59858816862106,Cammeo
239,14652,485.54699707031,201.55360412598,93.44861602783199,0.88602286577225,14883,0.5931503772735601,Cammeo
240,15330,501.6969909668,209.67932128906003,93.87272644043001,0.8941854834556601,15617,0.582623898983,Cammeo
241,14407,482.79598999022994,202.83233642578,91.191925048828,0.8932337164878801,14671,0.7426288723945601,Cammeo
242,15741,523.77600097656,227.50233459473,89.124351501465,0.9200711250305199,15999,0.56322455406189,Cammeo
243,14589,495.92999267577994,210.28393554688,89.424949645996,0.90507215261459,14853,0.6651014089584399,Cammeo
244,16376,531.0009765625,227.94485473633,92.66851806640601,0.9136333465576201,16667,0.74176746606827,Cammeo
245,14294,484.19400024414,205.12840270996003,89.00131225585899,0.9009702205658001,14542,0.7044502496719399,Cammeo
246,14541,492.78500366211,204.25714111328,92.471015930176,0.8916534185409499,14893,0.7582916021346999,Cammeo
247,16734,531.50701904297,220.69548034668,97.83933258056601,0.89636206626892,17242,0.6571114659309399,Cammeo
248,13434,483.36499023437995,204.56802368163997,84.15599822998,0.91146212816238,13773,0.7222580909729001,Cammeo
249,14878,506.02099609375,212.18157958983997,90.438652038574,0.90461373329163,15237,0.57577401399612,Cammeo
250,14504,502.50698852539,212.24757385253997,87.93212890625,0.91014474630356,14895,0.55341881513596,Cammeo
251,14723,491.05499267577994,204.17567443848,93.06549072265601,0.89007663726807,15021,0.57567936182022,Cammeo
252,15830,520.51000976562,219.44761657715,92.664604187012,0.9064733982086199,16121,0.59511280059814,Cammeo
253,14549,485.49398803711,199.75727844238,93.648277282715,0.8832988739013701,14846,0.61923813819885,Cammeo
254,14700,506.46398925781,215.43029785156003,87.760078430176,0.9132627248764,15050,0.7075471878051801,Cammeo
255,14842,505.72601318359,214.95474243163997,88.660926818848,0.9109742641449,15313,0.54450070858002,Cammeo
256,14400,486.89999389647994,200.13771057128997,93.246513366699,0.8848311901092499,14714,0.61813187599182,Cammeo
257,12892,473.52700805664,199.93919372558997,83.235527038574,0.9092254042625401,13193,0.56454718112946,Cammeo
258,16588,519.55902099609,218.39445495605,97.66686248779301,0.89443200826645,16852,0.64006793498993,Cammeo
259,15676,512.33502197266,214.7678527832,93.721939086914,0.89975899457932,15961,0.7792801856994599,Cammeo
260,16706,533.6259765625,228.15617370605,94.20754241943399,0.9107726812362701,17037,0.63624936342239,Cammeo
261,14301,497.77398681641,209.87635803223,87.299369812012,0.90938466787338,14591,0.60068047046661,Cammeo
